Watchlist 'Russell 2000'

Russell 2000
Symbol,Description,Company Name,Market Cap,Sector,Industry,Sub-Industry
CTBI,COMMUNITY TRUST BANCORP INC COM,"COMMUNITY TRUST BANCORP, INC.",743 M,Financials,Banks,Regional Banks
CTMX,CYTOMX THERAPEUTICS INC COM,CYTOMX THERAPEUTICS INC,113 M,Health Care,Biotechnology,Biotechnology
CTO,CTO RTLY GROWTH INC NEW COM USD1.00,CTO REALTY GROWTH INC,395 M,Real Estate,Equity Real Estate Investment Trusts (REITs),Diversified REITs
CTRE,CARETRUST REIT INC COM USD0.01,CARETRUST REIT INC,"1,784 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Health Care REITs
CTRN,CITI TRENDS INC COM,"CITI TRENDS, INC.",244 M,Consumer Discretionary,Specialty Retail,Apparel Retail
CTS,CTS CORP COM,CTS CORPORATION,"1,312 M",Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services
CTSO,CYTOSORBENTS CORP COM,CYTOSORBENTS CORPORATION,82 M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
CTT,CATCHMARK TIMBER TRUST INC USD0.01 CL 'A',CATCHMARK TIMBER TRUST INC,590 M,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
CUBI,CUSTOMERS BANCORP INC COM,CUSTOMERS BANCORP INC,"1,343 M",Financials,Banks,Regional Banks
CUE,CUE BIOPHARMA INC COM,CUE BIOPHARMA INC,140 M,Health Care,Biotechnology,Biotechnology
CURO,CURO GROUP HOLDINGS CORP COM,CURO GROUP HOLDINGS CORP,332 M,Financials,Consumer Finance,Consumer Finance
CUTR,CUTERA INC COM,"CUTERA, INC.",847 M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
CVBF,CVB FINANCIAL COM,CVB FINANCIAL CORPORATION,"3,524 M",Financials,Banks,Regional Banks
CVCO,CAVCO INDUSTRIES COM,"CAVCO INDUSTRIES, INC.","1,948 M",Consumer Discretionary,Household Durables,Homebuilding
CVCY,CENTRAL VALLEY COMMUNITY COM,CENTRAL VALLEY COMMUNITY BANCORP,198 M,Financials,Banks,Regional Banks
CVET,COVETRUS INC COM,COVETRUS INC,"2,888 M",Health Care,Health Care Providers & Services,Health Care Distributors
CVGW,CALAVO GROWERS INC COM,CALAVO GROWERS INCORPORATED,650 M,Consumer Staples,Food Products,Packaged Foods & Meats
CVI,CVR ENERGY INC COM,"CVR ENERGY, INC.","3,822 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
CVLT,COMMVAULT SYSTEMS INC COM,"COMMVAULT SYSTEMS, INC.","2,865 M",Information Technology,Software,Systems Software
CVLY,CODORUS VY BANCORP INC COM,"CODORUS VALLEY BANCORP, INC.",223 M,Financials,Banks,Regional Banks
CVM,CEL-SCI CORP COM,CEL-SCI CORPORATION,194 M,Health Care,Biotechnology,Biotechnology
CWBR,COHBAR INC COM,<empty>,17 M,Health Care,Biotechnology,Biotechnology
CWCO,CONSOLIDATED WATER CO COM,<empty>,217 M,Utilities,Water Utilities,Water Utilities
CWEN,CLEARWAY ENERGY INC COM CL C,CLEARWAY ENERGY INC,"4,078 M",,,
CWEN/A,CLEARWAY ENERGY INC COM CL A,CLEARWAY ENERGY INC,0,,,
CWH,CAMPING WORLD HOLDINGS INC COM CL A,CAMPING WORLD HOLDINGS INC,"1,069 M",Consumer Discretionary,Specialty Retail,Automotive Retail
CWK,CUSHMAN AND WAKEFIELD PLC COM,CUSHMAN & WAKEFIELD PLC,"3,968 M",Real Estate,Real Estate Management & Development,Real Estate Services
CWST,CASELLA WASTE SYSTEMS COM CL A,CASELLA WASTE SYSTEMS INC,"3,757 M",Industrials,Commercial Services & Supplies,Environmental & Facilities Services
CWT,CALIFORNIA WATER SERVICE GROUP COM,CALIFORNIA WATER SERVICE GROUP,"2,977 M",Utilities,Water Utilities,Water Utilities
CXW,CORECIVIC INC COM USD0.01,CORECIVIC INC,"1,515 M",Industrials,Commercial Services & Supplies,Security & Alarm Services
CYBE,CYBER OPTICS COM,CYBEROPTICS CORPORATION,343 M,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
CYCN,CYCLERION THERAPEUTICS INC COM,CYCLERION THERAPEUTICS INC,27 M,Health Care,Biotechnology,Biotechnology
CYH,COMMUNITY HEALTH SYS INC COM,"COMMUNITY HEALTH SYSTEMS, INC.",750 M,Health Care,Health Care Providers & Services,Health Care Facilities
CYRX,CRYOPORT INC COM,"CRYOPORT, INC.","1,266 M",Health Care,Health Care Equipment & Supplies,Health Care Equipment
CYTK,CYTOKINETICS INC COM,"CYTOKINETICS, INC.","3,640 M",Health Care,Biotechnology,Biotechnology
CZNC,CITIZENS AND NORTHERN CORP COM,CITIZENS & NORTHERN CORPORATION,382 M,Financials,Banks,Regional Banks
DAKT,DAKTRONIC INC COM,DAKTRONICS INC,151 M,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
DAN,DANA INCORPORATED COM,DANA INC,"2,411 M",Consumer Discretionary,Auto Components,Auto Parts & Equipment
DAR,DARLING INGREDIENTS INC COM,DARLING INGREDIENTS INC,"13,563 M",Consumer Staples,Food Products,Agricultural Products
DBD,DIEBOLD NIXDORF INCORPORATED COM,DIEBOLD NIXDORF INC,237 M,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
DBI,DESIGNER BRANDS INC COM CL A,DESIGNER BRANDS INC,"1,099 M",Consumer Discretionary,Specialty Retail,Apparel Retail
DCO,DUCOMMUN INC COM,DUCOMMUN INCORPORATED,554 M,Industrials,Aerospace & Defense,Aerospace & Defense
DCOM,DIME COMMUNITY BANCSHARES INC. COM,DIME COMMUNITY BANCSHARES INC (NEW YORK),"1,237 M",Financials,Banks,Regional Banks
DCPH,DECIPHERA PHARMACEUTICALS INC COM,DECIPHERA PHARMACEUTICALS INC,759 M,Health Care,Biotechnology,Biotechnology
DDD,3 D SYSTEMS INC COM,3D SYSTEMS CORPORATION,"1,385 M",Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
DDS,DILLARDS INC COM CL A,"DILLARD'S,  INC.","5,644 M",Consumer Discretionary,Multiline Retail,Department Stores
DEA,EASTERLY GOVERNMENT PROP INC COM USD0.01,EASTERLY GOVERNMENT PROPERTIES INC,"1,746 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs
DECK,DECKERS OUTDOOR CORP COM,DECKERS OUTDOOR CORPORATION,"7,198 M",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Footwear
DENN,DENNY'S CORPORATION COM,DENNY'S CORP.,641 M,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
DFIN,DONNELLEY FIN SOLUTIONS INC COM,DONNELLEY FINANCIAL SOLUTIONS INC,982 M,Financials,Capital Markets,Financial Exchanges & Data
DGICA,DONEGAL GROUP COM CL A,DONEGAL GROUP INC.,501 M,Financials,Insurance,Property & Casualty Insurance
DGII,DIGI INTERNATIONAL INC COM,DIGI INTERNATIONAL INCORPORATED.,857 M,Information Technology,Communications Equipment,Communications Equipment
DHC,DIVERSIFIED HEALTHCARE TRUST SHS OF BENEFICIAL INTEREST,DIVERSIFIED HEALTHCARE TRUST,497 M,Real Estate,Equity Real Estate Investment Trusts (REITs),Health Care REITs
DHIL,DIAMOND HILL INVESTMENT GROUP COM,"DIAMOND HILL INVESTMENT GROUP, INC.",590 M,Financials,Capital Markets,Asset Management & Custody Banks
DHT,DHT HOLDINGS INC COM,DHT HOLDINGS INC,"1,012 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
DHX,DHI GROUP INC COM,DHI GROUP INC,354 M,Communication Services,Interactive Media & Services,Interactive Media & Services
DIN,DINEEQUITY INC COM,DINE BRANDS GLOBAL INC,"1,244 M",Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
DIOD,DIODES INC COM,DIODES INC,"3,474 M",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
DJCO,DAILY JOURNAL CO COM,DAILY JOURNAL CORPORATION,388 M,Communication Services,Media,Publishing
DK,DELEK US HOLDINGS INC COM,DELEK US HOLDINGS INC,"2,217 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
DLTH,DULUTH HOLDINGS INC COM CL B,DULUTH HOLDINGS INC,404 M,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
DLX,DELUXE CORP COM,DELUXE CORPORATION,"1,013 M",Industrials,Commercial Services & Supplies,Commercial Printing
DMRC,DIGIMARC CORP (NEW) COM,DIGIMARC CORPORATION,334 M,Information Technology,Software,Application Software
DMTK,DERMTECH INC COM,DERMTECH INC,194 M,Health Care,Biotechnology,Biotechnology
DNLI,DENALI THERAPEUTICS INC COM,DENALI THERAPEUTICS INC,"3,061 M",Health Care,Biotechnology,Biotechnology
DNOW,NOW INC COM,NOW INC,"1,272 M",Industrials,Trading Companies & Distributors,Trading Companies & Distributors
DOC,PHYSICIANS REALTY TRUST COM USD0.01,PHYSICIANS REALTY TRUST,"4,083 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Health Care REITs
DOMO,DOMO INC COM CL B,DOMO INC,"1,139 M",Information Technology,Software,Application Software
DOOR,MASONITE INTERNATIONAL CORP COM,<empty>,"2,097 M",Industrials,Building Products,Building Products
DORM,DORMAN PRODUCTS IN COM,"DORMAN PRODUCTS, INC.","3,274 M",Consumer Discretionary,Auto Components,Auto Parts & Equipment
DRH,DIAMONDROCK HOSPITALITY CO COM USD0.01,DIAMONDROCK HOSPITALITY COMPANY,"2,270 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Hotel & Resort REITs
DRNA,DICERNA PHARMACEUTICALS INC CSH MRG $38.25/SH 12/29/21,DICERNA PHARMACEUTICALS INC,<empty>,Health Care,Biotechnology,Biotechnology
DRQ,DRIL QUIP INC COM,DRIL-QUIP INC,"1,086 M",Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
DRRX,DURECT CORP COM,DURECT CORPORATION,113 M,Health Care,Pharmaceuticals,Pharmaceuticals
DSKE,DASEKE INC COM,DASEKE INC,513 M,Industrials,Road & Rail,Trucking
DTIL,PRECISION BIOSCIENCES INC COM,PRECISION BIOSCIENCES INC,106 M,Health Care,Biotechnology,Biotechnology
DVAX,DYNAVAX TECHNOLOGIES CORP COM,DYNAVAX TECHNOLOGIES CORPORATION,"1,541 M",Health Care,Biotechnology,Biotechnology
DX,DYNEX CAPITAL INC COM,"DYNEX CAPITAL, INC.",599 M,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
DXPE,DXP ENTERPRISES INC COM,"DXP ENTERPRISES, INC.",569 M,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
DY,DYCOM INDUSTRIES COM,"DYCOM INDUSTRIES, INC.","2,849 M",Industrials,Construction & Engineering,Construction & Engineering
DYAI,DYADIC INTERNATIONAL INC COM,"DYADIC INTERNATIONAL, INC.",75 M,Health Care,Biotechnology,Biotechnology
DZSI,DZS INC COM,DZS INC,533 M,Information Technology,Communications Equipment,Communications Equipment
EARN,ELLINGTON RESIDENTIAL MTG REIT COM SHS BEN INT USD0.01,ELLINGTON RESIDENTIAL MORTGAGE REIT,107 M,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
EAT,BRINKER INTERNATIONAL COM,"BRINKER INTERNATIONAL, INC.","1,323 M",Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
EB,EVENTBRITE INC COM CL A,EVENTBRITE INC,"1,224 M",Communication Services,Interactive Media & Services,Interactive Media & Services
EBF,ENNIS INC COM,"ENNIS, INC.",463 M,Industrials,Commercial Services & Supplies,Commercial Printing
EBIX,EBIX INC COM,"EBIX, INC.",956 M,Information Technology,Software,Application Software
EBMT,EAGLE BANCORP MONTANA INC COM,"EAGLE BANCORP MONTANA, INCORPORATION",160 M,Financials,Banks,Regional Banks
EBS,EMERGENT BIOSOLUTIONS INC COM,"EMERGENT BIOSOLUTIONS, INC.","1,636 M",Health Care,Biotechnology,Biotechnology
EBTC,ENTERPRISE BANCORP INC COM,"ENTERPRISE BANCORP, INC.",406 M,Financials,Banks,Regional Banks
ECOL,US ECOLOGY INC CSH MRG  $48.00/SH 5/3/22,US ECOLOGY INC,<empty>,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
ECOM,CHANNELADVISOR CORP COM,CHANNELADVISOR CORP,439 M,Information Technology,Software,Application Software
ECPG,ENCORE CAPITAL GROUP INC COM,"ENCORE CAPITAL GROUP, INC.","1,459 M",Financials,Consumer Finance,Consumer Finance
EDIT,EDITAS MEDICINE INC COM,EDITAS MEDICINE INC,809 M,Health Care,Biotechnology,Biotechnology
EE,EXCELERATE ENERGY INC COM CL A,<empty>,771 M,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
EEX,EMERALD HOLDING INC COM,EMERALD HOLDING INC,240 M,Communication Services,Media,Advertising
EFC,ELLINGTON FINANCIAL INC COM NPV,ELLINGTON FINANCIAL INC,948 M,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
EFSC,ENTERPRISE FIN SERVICES CORP COM,ENTERPRISE FINANCIAL SERVICES CORPORATION,"1,720 M",Financials,Banks,Regional Banks
EGAN,EGAIN CORPORATION COM,EGAIN CORP,289 M,Information Technology,Software,Application Software
EGBN,EAGLE BANCORP INC COM,"EAGLE BANCORP, INC.","1,560 M",Financials,Banks,Regional Banks
EGHT,8X8 INC NEW COM,"8X8, INC.",890 M,Information Technology,Software,Application Software
EGLE,EAGLE BULK SHIPPING INC COM,EAGLE BULK SHIPPING INC.,"1,007 M",Industrials,Marine,Marine
EGP,EASTGROUP PROPERTIES INC COM USD0.0001,EASTGROUP PROPERTIES INCORPORATED,"6,869 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Industrial REITs
EGRX,EAGLE PHARMACEUTICALS INC COM,"EAGLE PHARMACEUTICALS, INC",590 M,Health Care,Biotechnology,Biotechnology
EHTH,EHEALTH INC COM,"EHEALTH, INC.",287 M,Financials,Insurance,Insurance Brokers
EIG,EMPLOYERS HOLDINGS INC COM,EMPLOYERS HOLDINGS INC,"1,144 M",Financials,Insurance,Property & Casualty Insurance
EIGR,EIGER BIOPHARMACEUTICALS INC COM,EIGER BIOPHARMACEUTICALS INC,293 M,Health Care,Biotechnology,Biotechnology
ELA,ENVELA CORPORATION COM,ENVELA CORP,151 M,Consumer Discretionary,Specialty Retail,Specialty Stores
ELF,E L F BEAUTY INC COM,ELF BEAUTY INC,"1,376 M",Consumer Staples,Personal Products,Personal Products
ELMD,ELECTROMED INC COM,"ELECTROMED, INCORPORATION",98 M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
ELOX,ELOXX PHARMACEUTICALS INC COM,ELOXX PHARMACEUTICALS INC,27 M,Health Care,Pharmaceuticals,Pharmaceuticals
ELY,CALLAWAY GOLF COMPANY COM,CALLAWAY GOLF CO,"4,152 M",Consumer Discretionary,Leisure Products,Leisure Products
EME,EMCOR GROUP COM,EMCOR GROUP INC,"5,458 M",Industrials,Construction & Engineering,Construction & Engineering
EML,EASTERN CO COM,EASTERN CO,133 M,Industrials,Machinery,Industrial Machinery
ENDP,ENDO INTERNATIONAL PLC COM,ENDO INTERNATIONAL PLC,136 M,Health Care,Pharmaceuticals,Pharmaceuticals
ENOB,ENOCHIAN BIOSCIENCES INC COM,ENOCHIAN BIOSCIENCES INC,211 M,Health Care,Biotechnology,Biotechnology
ENS,ENERSYS COM,ENERSYS,"2,772 M",Industrials,Electrical Equipment,Electrical Components & Equipment
ENSG,ENSIGN GROUP INC COM,"ENSIGN GROUP, INCORPORATION (THE)","4,434 M",Health Care,Health Care Providers & Services,Health Care Facilities
ENTA,ENANTA PHARMACEUTICALS INC COM,ENANTA PHARMACEUTICALS INC,889 M,Health Care,Biotechnology,Biotechnology
ENV,ENVESTNET INC COM,"ENVESTNET, INCORPORATION","3,565 M",Information Technology,Software,Application Software
ENVA,ENOVA INTERNATIONAL INC COM,ENOVA INTERNATIONAL INC,"1,009 M",Financials,Consumer Finance,Consumer Finance
ENZ,ENZO BIOCHEM INC COM,"ENZO BIOCHEM, INC.",119 M,Health Care,Health Care Providers & Services,Health Care Services
EOLS,EVOLUS INC COM,EVOLUS INC,798 M,Health Care,Pharmaceuticals,Pharmaceuticals
EPAC,ENERPAC TOOL GROUP CORP COM CL A,ENERPAC TOOL GROUP CORP,"1,205 M",Industrials,Machinery,Industrial Machinery
EPAY,BOTTOMLINE TECHNOLOGIES CSH MRG $57.00/SH 5/16/22,BOTTOMLINE TECHNOLOGIES INC,<empty>,Information Technology,Software,Application Software
EPC,EDGEWELL PERSONAL CARE CO COM,EDGEWELL PERSONAL CARE CO,"1,880 M",Consumer Staples,Personal Products,Personal Products
EPM,EVOLUTION PETR COR COM,EVOLUTION PETROLEUM CORPORATION,255 M,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
EPRT,ESSENTIAL PROP REALTY TRUST IN USD0.01,ESSENTIAL PROPERTIES REALTY TRUST INC,"3,020 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Diversified REITs
EPZM,EPIZYME INC COM,EPIZYME INC,77 M,Health Care,Biotechnology,Biotechnology
EQBK,EQUITY BANCSHARES INC COM CL A,EQUITY BANCSHARES INC,532 M,Financials,Banks,Regional Banks
ERII,ENERGY RECOVERY INC COM,ENERGY RECOVERY INCORPORATION,"1,222 M",Industrials,Machinery,Industrial Machinery
ESCA,ESCALADE INC COM,"ESCALADE, INCORPORATED",180 M,Consumer Discretionary,Leisure Products,Leisure Products
ESE,ESCO TECHNOLOGIES INC COM,ESCO TECHNOLOGIES INC.,"1,758 M",Industrials,Machinery,Industrial Machinery
ESGR,ENSTAR GROUP LIMITED COM,<empty>,"4,016 M",Financials,Insurance,Reinsurance
ESNT,ESSENT GROUP LTD COM,ESSENT GROUP LTD,"4,571 M",Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
ESPR,ESPERION THERAPEUTICS INC COM,<empty>,365 M,Health Care,Pharmaceuticals,Pharmaceuticals
ESQ,ESQUIRE FINANCIAL HOLDINGS INC COM,ESQUIRE FINANCIAL HOLDINGS INC,309 M,Financials,Banks,Regional Banks
ESSA,ESSA BANCORP INC COM,"ESSA BANCORP, INC.",170 M,Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
ESTE,EARTHSTONE ENERGY INC COM CL A,EARTHSTONE ENERGY INC,"1,630 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
ETF,ABERDEEN EMRG MKTS SM CO OP FD COM,<empty>,<empty>,,,
ETNB,89BIO INC COM,89BIO INC,74 M,Health Care,Biotechnology,Biotechnology
ETON,ETON PHARMACEUTICALS INC COM,ETON PHARMACEUTICALS INC,76 M,Health Care,Pharmaceuticals,Pharmaceuticals
EVBN,EVANS BANCORP INC COM,"EVANS BANCORP, INC.",207 M,Financials,Banks,Regional Banks
EVC,ENTRAVISION COMMUNICATIONS COR COM CL A,ENTRAVISION COMMUNICATIONS CORPORATION,441 M,Communication Services,Media,Broadcasting
EVER,EVERQUOTE INC COM CL A,EVERQUOTE INC,278 M,Communication Services,Interactive Media & Services,Interactive Media & Services
EVFM,EVOFEM BIOSCIENCES INC COM,EVOFEM BIOSCIENCES INC,13 M,Health Care,Pharmaceuticals,Pharmaceuticals
EVH,EVOLENT HEALTH INC COM CL A,EVOLENT HEALTH INC,"2,774 M",Health Care,Health Care Technology,Health Care Technology
EVI,EVI INDUSTRIES INC COM,EVI INDUSTRIES INC,129 M,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
EVLO,EVELO BIOSCIENCES INC COM,EVELO BIOSCIENCES INC,136 M,Health Care,Biotechnology,Biotechnology
EVOP,EVO PAYMENTS INC COM CL A,EVO PAYMENTS INC,"1,222 M",Information Technology,IT Services,Data Processing & Outsourced Services
EVRI,EVERI HOLDINGS INC COM,EVERI HOLDINGS INC,"1,655 M",Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
EVTC,EVERTEC INC COM,EVERTEC INC,"2,686 M",Information Technology,IT Services,Data Processing & Outsourced Services
EXLS,EXLSERVICE HLDGS INC COM,"EXLSERVICE HOLDINGS, INC.","4,862 M",Information Technology,IT Services,Data Processing & Outsourced Services
EXPI,EXP WORLD HOLDINGS INC COM,EXP WORLD HOLDINGS INC,"2,169 M",Real Estate,Real Estate Management & Development,Real Estate Services
EXPO,EXPONENT INC COM,"EXPONENT, INC.","4,642 M",Industrials,Professional Services,Research & Consulting Services
EXPR,EXPRESS INC COM,EXPRESS INCORPORATION,191 M,Consumer Discretionary,Specialty Retail,Apparel Retail
EXTN,EXTERRAN CORPORATION COM,EXTERRAN CORP,208 M,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
EXTR,EXTREME NETWORKS COM,"EXTREME NETWORKS, INC.","1,310 M",Information Technology,Communications Equipment,Communications Equipment
EYE,NATIONAL VISION HOLDINGS INC COM,NATIONAL VISION HOLDINGS INC,"2,300 M",Consumer Discretionary,Specialty Retail,Specialty Stores
EZPW,EZCORP INC COM CL A,EZCORP INCORPORATED,446 M,Financials,Consumer Finance,Consumer Finance
FARM,FARMER BROS CO COM,FARMER BROS CO,93 M,Consumer Staples,Food Products,Packaged Foods & Meats
FARO,FARO TECHNOLOGIES INC COM,"FARO TECHNOLOGIES, INC.",598 M,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
FATE,FATE THERAPEUTICS COM,FATE THERAPEUTICS INC,"2,319 M",Health Care,Biotechnology,Biotechnology
FBC,FLAGSTAR BANCORP COM,"FLAGSTAR BANCORP, INC.","1,998 M",Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
FBIO,FORTRESS BIOTECH INC COM,FORTRESS BIOTECH INC,88 M,Health Care,Biotechnology,Biotechnology
FBIZ,FIRST BUSINESS FIN COM,"FIRST BUSINESS FINANCIAL SERVICES, INC.",301 M,Financials,Banks,Regional Banks
FBK,FB FINANCIAL CORPORATION COM,FB FINANCIAL CORP,"2,041 M",Financials,Banks,Regional Banks
FBMS,FIRST BANCSHARES INC MISS COM,FIRST BANCSHARES INC (MISSISSIPPI),626 M,Financials,Banks,Regional Banks
FBNC,FIRST BANCORP NC COM,FIRST BANCORP (NORTH CAROLINA),"1,332 M",Financials,Banks,Regional Banks
FBP,FIRST BANCORP PUERTO RICO COM,FIRST BANCORP.,"3,010 M",Financials,Banks,Regional Banks
FC,FRANKLIN COVEY CO COM,FRANKLIN COVEY CO.,572 M,Industrials,Professional Services,Research & Consulting Services
FCAP,1ST CAPITAL INC COM,"FIRST CAPITAL, INC.",116 M,Financials,Banks,Regional Banks
FCBC,FIRST COMMUNITY BANKSHARES INC COM,FIRST COMMUNITY BANKSHARES INC,481 M,Financials,Banks,Regional Banks
FCCO,FIRST COMMUNITY CORP (SC) COM,FIRST COMMUNITY CORP (SOUTH CAROLINA),139 M,Financials,Banks,Regional Banks
FCEL,FUELCELL ENERGY INC COM,"FUELCELL ENERGY, INC.","1,549 M",Industrials,Electrical Equipment,Electrical Components & Equipment
FCF,FIRST COMM'WTH FINL CORP PA COM,FIRST COMMONWEALTH FINANCIAL CORPORATION,"1,322 M",Financials,Banks,Regional Banks
FCFS,FIRSTCASH HOLDINGS INC COM,FIRSTCASH HOLDINGS INC,"3,305 M",Financials,Consumer Finance,Consumer Finance
FCPT,FOUR CORNERS PPTY TR INC COM USD0.0001,FOUR CORNERS PROPERTY TRUST INC,"2,201 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
FDBC,FIDELITY D&D BANCORP COM,"FIDELITY D & D BANCORP, INC.",217 M,Financials,Banks,Regional Banks
FDP,FRESH DEL MONTE PRODUCE INC COM,FRESH DEL MONTE PRODUCE INC.,"1,195 M",Consumer Staples,Food Products,Agricultural Products
FELE,FRANKLIN ELECTRIC CO INC COM,"FRANKLIN ELECTRIC COMPANY, INCORPORATED","3,536 M",Industrials,Machinery,Industrial Machinery
FENC,FENNEC PHARMACEUTICALS INC COM,<empty>,151 M,Health Care,Biotechnology,Biotechnology
FF,FUTUREFUEL CORP COM,FUTUREFUEL CORP.,318 M,Materials,Chemicals,Specialty Chemicals
FFBC,FIRST FINANCIAL BANCORP COM,FIRST FINANCIAL BANCORP,"1,977 M",Financials,Banks,Regional Banks
FFIC,FLUSHING FINANCIAL CORP COM,FLUSHING FINANCIAL CORPORATION,695 M,Financials,Banks,Regional Banks
FFIN,FIRST FINANCIAL BANKSHARES INC COM,"FIRST FINANCIAL BANKSHARES, INC.","5,929 M",Financials,Banks,Regional Banks
FFWM,FIRST FOUNDATION INC COM,FIRST FOUNDATION INC,"1,263 M",Financials,Banks,Regional Banks
FGBI,FIRST GUARANTY BANCSHARES INC COM,"FIRST GUARANTY BANCSHARES, INC.",311 M,Financials,Banks,Regional Banks
FGEN,FIBROGEN INC COM,FIBROGEN INC,914 M,Health Care,Biotechnology,Biotechnology
FHI,FEDERATED HERMES INC COM CL B,FEDERATED HERMES INC,"3,140 M",Financials,Capital Markets,Asset Management & Custody Banks
FIBK,FIRST INTERSTATE B COM CL A,"FIRST INTERSTATE BANCSYSTEM, INC.","4,186 M",Financials,Banks,Regional Banks
FISI,FINANCIAL INSTITUTIONS INC COM,"FINANCIAL INSTITUTIONS, INC.",428 M,Financials,Banks,Regional Banks
FIX,COMFORT SYSTEMS USA COM,"COMFORT SYSTEMS USA, INC.","3,263 M",Industrials,Construction & Engineering,Construction & Engineering
FIXX,HOMOLOGY MEDICINES INC COM,HOMOLOGY MEDICINES INC,91 M,Health Care,Biotechnology,Biotechnology
FIZZ,NATIONAL BEVERAGE CORP COM,NATIONAL BEVERAGE CORP.,"4,563 M",Consumer Staples,Beverages,Soft Drinks
FLGT,FULGENT GENETICS INC COM,FULGENT GENETICS INC,"1,628 M",Health Care,Health Care Providers & Services,Health Care Services
FLIC,FIRST OF LONG ISLAND CORP COM,FIRST OF LONG ISLAND CORP,442 M,Financials,Banks,Regional Banks
FLMN,FALCON MINERALS CORP COM CL A,FALCON MINERALS CORP,368 M,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
FLNT,FLUENT INC COM,<empty>,101 M,Communication Services,Media,Advertising
FLR,FLUOR CORP COM,FLUOR CORPORATION,"3,989 M",Industrials,Construction & Engineering,Construction & Engineering
FLWS,1-800-FLOWERS.COM INC COM CL A,"1-800-FLOWERS.COM, INC.",634 M,Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
FMAO,FARMERS & MERCHANTS BANK (OH) COM,"FARMERS & MERCHANTS BANCORP, INC.",535 M,Financials,Banks,Regional Banks
FMBH,FIRST MID BANCSHARES INC COM,FIRST MID BANCSHARES INC,782 M,Financials,Banks,Regional Banks
FMNB,FARMERS NATIONAL BANCORP COM,FARMERS NATIONAL BANC CORP.,530 M,Financials,Banks,Regional Banks
FN,FABRINET COM,<empty>,"3,205 M",Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services
FNCB,FNCB BANCORP INC COM,FNCB BANCORP INC,154 M,Financials,Banks,Regional Banks
FNHC,FEDNAT HOLDING COMPANY COM,FEDNAT HOLDING CO,7.4 M,Financials,Insurance,Property & Casualty Insurance
FNKO,FUNKO INC COM CL A,FUNKO INC,965 M,Consumer Discretionary,Distributors,Distributors
FNLC,FIRST BANCORP INC ME COM,FIRST BANCORP INC,333 M,Financials,Banks,Regional Banks
FNWB,FIRST NORTHWEST BANCORP COM,FIRST NORTHWEST BANCORP,175 M,Financials,Banks,Regional Banks
